>
120.9165968	24.53169711
120.9182959	24.53538176
120.9201082	24.53968897
120.9213544	24.54238756
120.9224736	24.54497049
120.9232685	24.54615615
120.924418	24.54813273
120.925887	24.55084683
120.9272501	24.55350976
120.9281347	24.55509112
120.9297406	24.55754158
120.9312141	24.56024019
120.9331412	24.56330216
120.9354745	24.56750321
120.9374494	24.5699969
120.9393772	24.57233243
120.9415884	24.57539441
120.9428925	24.57715897
120.9437743	24.57848668
120.9454443	24.58048044
120.9468649	24.58259555
120.9477508	24.58433508
120.9489031	24.58603308
120.949867	24.58769371
120.9518518	24.59049602
120.9534396	24.59340194
120.9544696	24.5946099
120.9562755	24.59713832
120.9591525	24.60108947
120.9607563	24.60383251
120.9627985	24.60632335
120.9639329	24.60855461
120.9651807	24.61083771
120.9675552	24.6142886
120.9689249	24.61664945
120.9709675	24.61934776
>	
120.4173891	23.55442307
120.4186321	23.55454241
120.419853	23.55466979
120.4210565	23.55480341
120.4222475	23.55494159
120.4234312	23.55508243
120.4246123	23.55522417
120.425796	23.5553649
120.4269871	23.55550304
120.4281906	23.55563661
120.4294113	23.55576391
120.4306544	23.55588316
120.4317098	23.55593912
120.4328551	23.55603099
120.434077	23.5561532
120.4353613	23.55630029
120.4366946	23.55646695
120.438063	23.55664746
120.4394528	23.55683652
120.4408502	23.55702867
120.4420783	23.55719699
120.4432919	23.55737409
120.4444968	23.55755649
120.445699	23.55774058
120.4469039	23.55792286
120.4481176	23.55809993
120.4493457	23.55826828
120.4505292	23.55844369
120.451704	23.55855901
120.4528835	23.55863568
120.4540809	23.55869515
120.4553095	23.5587587
120.4565826	23.55884796
120.4580062	23.55900256
120.4594605	23.55918553
120.4609148	23.55936849
120.4623384	23.55952305
>	
120.4536764	23.55873699
120.4545871	23.55955205
120.4554978	23.56035022
120.4564087	23.56114007
120.4573195	23.56192982
120.4582303	23.56272797
120.459141	23.56354301
120.4601914	23.56449281
120.4612301	23.56531938
120.4622571	23.56602281
120.4632725	23.56660293
120.4642761	23.56705992
120.4652681	23.56739368
120.466665	23.56782671
120.4680618	23.56825983
120.4694587	23.56869293
120.4708556	23.56912601
120.4721632	23.56965442
120.4734314	23.57018278
120.4746864	23.57071107
120.4759547	23.57123941
120.4772623	23.57176786
120.478433	23.57214133
120.4796342	23.57251481
120.4808505	23.57288841
120.4820669	23.57326201
120.4832681	23.57363545
120.4844388	23.57400888
120.4856984	23.57451697
120.486958	23.57502495
120.4882176	23.57553302
120.4894772	23.57604108
120.490717	23.57654626
120.4919418	23.57702348
120.4931468	23.57746414
120.4943276	23.57785992
120.4954797	23.57820232
120.4965985	23.57848292
120.4978075	23.57890974
120.4990037	23.57931285
120.5001891	23.57969587
120.5013656	23.58006232
120.5025352	23.58041592
120.5036999	23.58076028
120.5048614	23.58109894
120.506022	23.58143569
120.507359	23.5818027
120.5086961	23.5821697
120.5100331	23.58253668
